ID,year,Award_Title,Award_Amount,Award_Type,AwardEffectiveDate,Directorate (abbr),Directorate,Division (abbr),Division,Institution_name,Institution_Name_New,Institution_address,Institution_city,Institution_zip,Institution_state,Institution_congress_dist,Educational_inst,sbir,Institution_type
1150509,2011,CAREER: Importance of Late-Sound-Field Properties and Listener Envelopment to Room Acoustic Quality and Design,422814,Standard Grant,06/01/2012,ENG,Directorate For Engineering,CMMI,"Div Of Civil, Mechanical, & Manufact Inn",University of Hartford,University of Hartford,200 Bloomfield Avenue,West Hartford,061171545,Connecticut,01,1,0,Higher Education
1150616,2011,Doctoral Dissertation Research  Domesticating the Ocean: The Work of Conservation in Southwestern Okinawa,1709,Standard Grant,04/15/2012,SBE,"Direct For Social, Behav & Economic Scie",SES,Divn Of Social and Economic Sciences,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1150722,2011,CAREER: Geodynamics of subducting slabs in the Earth's deep mantle from seismic anisotropy,539930,Continuing Grant,04/01/2012,GEO,Directorate For Geosciences,EAR,Division Of Earth Sciences,Yale University,Yale University,105 WALL ST,New Haven,065208327,Connecticut,03,1,0,Higher Education
1150742,2011,CAREER: Cooperative Supramolecular Polymerization from Polypeptide-containing Macromolecules,500000,Continuing Grant,05/01/2012,MPS,Direct For Mathematical & Physical Scien,DMR,Division Of Materials Research,University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
1150826,2011,CAREER: Mechanstic Studies Involving Late Transition Metal Complexes for Catalytic Carbon Dioxide Conversion,600000,Continuing Grant,09/01/2012,MPS,Direct For Mathematical & Physical Scien,CHE,Division Of Chemistry,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1150960,2011,CAREER: Phase-change memories and electro-thermal effects at nanoscale,400000,Standard Grant,02/01/2012,ENG,Directorate For Engineering,ECCS,"Div Of Electrical, Commun & Cyber Sys",University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
1151305,2011,EAGER: A General Ethical Dilemma Analyzer,66061,Standard Grant,09/01/2011,CSE,Direct For Computer & Info Scie & Enginr,IIS,Div Of Information & Intelligent Systems,University of Hartford,University of Hartford,200 Bloomfield Avenue,West Hartford,061171545,Connecticut,01,1,0,Higher Education
1151449,2011,"CAREER: ""Crime Victimization Patterns in American Cities""",400000,Standard Grant,04/15/2012,SBE,"Direct For Social, Behav & Economic Scie",SES,Divn Of Social and Economic Sciences,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1151563,2011,CAREER: Total Synthesis of Complex Alkaloid Natural Products,550000,Continuing Grant,02/01/2012,MPS,Direct For Mathematical & Physical Scien,CHE,Division Of Chemistry,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1152134,2011,Optimal Surface Gateway Deployment for Underwater Acoustic Sensor Networks,150000,Standard Grant,09/01/2011,CSE,Direct For Computer & Info Scie & Enginr,CNS,Division Of Computer and Network Systems,University of Connecticut,University of Connecticut,438 WHITNEY RD EXTENSION UNIT 11,STORRS,062691133,Connecticut,02,1,0,Higher Education
1153371,2011,Science Leaders Scholarships,436307,Standard Grant,07/01/2012,EHR,Direct For Education and Human Resources,DUE,Division Of Undergraduate Education,Connecticut College,Connecticut College,270 Mohegan Avenue,New London,063204196,Connecticut,02,1,0,Higher Education
1153639,2011,"Doctoral Dissertation Research: Financial Traders, Information Technologies and The State in Kazahstan",20000,Standard Grant,06/01/2012,SBE,"Direct For Social, Behav & Economic Scie",BCS,Division Of Behavioral and Cognitive Sci,Yale University,Yale University,105 WALL ST,New Haven,065208327,Connecticut,03,1,0,Higher Education
1153795,2011,Doctoral Dissertation Research: Language Documentation of Wamesa,12000,Standard Grant,03/01/2012,SBE,"Direct For Social, Behav & Economic Scie",BCS,Division Of Behavioral and Cognitive Sci,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1153893,2011,Resource Allocation Relationships,172405,Standard Grant,07/01/2012,SBE,"Direct For Social, Behav & Economic Scie",SES,Divn Of Social and Economic Sciences,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1154345,2011,A Scholarship Program to Increase Retention in Engineering (ASPIRE): Improving Work-Study-Life Balance,597997,Continuing Grant,09/15/2012,EHR,Direct For Education and Human Resources,DUE,Division Of Undergraduate Education,University of New Haven,University of New Haven,300 Boston Post Road,West Haven,065161916,Connecticut,03,1,0,Higher Education
1154498,2011,IDBR: High-Throughput Instrumentation for Lipid Bilayers and Patch-clamp,668018,Continuing Grant,08/15/2011,BIO,Direct For Biological Sciences,DBI,Div Of Biological Infrastructure,Purdue University,Purdue University,,,065103209,Connecticut,03,1,0,Higher Education
1156266,2011,Nonparametric and Semiparametric Methods for Econometric Analysis,281461,Continuing Grant,07/01/2012,SBE,"Direct For Social, Behav & Economic Scie",SES,Divn Of Social and Economic Sciences,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1156585,2011,"REU Site: Integrated Research at the Frontiers of the Biological, Physical, and  Engineering Sciences",238004,Standard Grant,03/01/2012,BIO,Direct For Biological Sciences,DBI,Div Of Biological Infrastructure,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1156837,2011,REU Site: Bio-Grid Initiatives for Interdisciplinary Research and Education,200000,Standard Grant,03/01/2012,CSE,Direct For Computer & Info Scie & Enginr,OAC,Office of Advanced Cyberinfrastructure (OAC),University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
1156859,2011,REU Site: Bridging the Cyber and Water Worlds: Cyber-Aquatic Systems for Undergraduate Research and Education,200000,Standard Grant,03/01/2012,CSE,Direct For Computer & Info Scie & Enginr,OAC,Office of Advanced Cyberinfrastructure (OAC),University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
1156887,2011,REU Site: iREU: Promoting Innovation and Entrepreneurship through Academic-Industrial Partnerships,338819,Continuing Grant,03/01/2012,ENG,Directorate For Engineering,EEC,Div Of Engineering Education and Centers,University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
1157580,2011,Proof Theoretic Aspects of Ergodic Ramsey Theory,100695,Standard Grant,08/01/2011,MPS,Direct For Mathematical & Physical Scien,DMS,Division Of Mathematical Sciences,University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
1157650,2011,I-Corps:  Naked eyes-based standoff detection of explosives using novel signal-amplifying nanocomposite and hand-held UV light,50000,Standard Grant,10/01/2011,TIP,"Dir for Tech, Innovation, & Partnerships",ITE,Innovation and Technology Ecosystems,University of Connecticut,University of Connecticut,438 WHITNEY RD EXTENSION UNIT 11,STORRS,062691133,Connecticut,02,1,0,Higher Education
1160098,2011,Collaborative Research: Modified Reverse Osmosis Membranes for Forward and Pressure Retarded Osmosis,234405,Standard Grant,08/01/2012,ENG,Directorate For Engineering,CBET,"Div Of Chem, Bioeng, Env, & Transp Sys",University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
1160361,2011,Doctoral Dissertation Research in Political Science: Public and Private Regulatory Interactions: EU Responses to Private Environmental Regulation,12000,Standard Grant,04/01/2012,SBE,"Direct For Social, Behav & Economic Scie",SES,Divn Of Social and Economic Sciences,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1160917,2011,CSEDI Collaborative Research: Combined Geodynamical and Seismological Modeling of the Inner Core Boundary Region,239604,Standard Grant,05/01/2012,GEO,Directorate For Geosciences,EAR,Division Of Earth Sciences,University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
1160932,2011,CSEDI: Understanding the structure of the continental upper  mantle through the use of magnetotelluric and seismic observations,120000,Standard Grant,09/01/2012,GEO,Directorate For Geosciences,EAR,Division Of Earth Sciences,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1161423,2011,Chemomechanical Stimulation of Adventitial Fibroblast Remodeling of Collagen,394956,Standard Grant,07/01/2012,ENG,Directorate For Engineering,CMMI,"Div Of Civil, Mechanical, & Manufact Inn",Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1161962,2011,RI: Medium: Collaborative Research: Multilingual Gestural Models for Robust Language-Independent Speech Recognition,203791,Standard Grant,10/01/2012,CSE,Direct For Computer & Info Scie & Enginr,IIS,Div Of Information & Intelligent Systems,"Haskins Laboratories, Inc.","Haskins Laboratories, Inc.",300 George Street,New Haven,065116610,Connecticut,03,1,0,Higher Education
1200089,2012,Medial Zones: Foundations and Engineering Applications,375000,Standard Grant,09/01/2012,ENG,Directorate For Engineering,CMMI,"Div Of Civil, Mechanical, & Manufact Inn",University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
1201453,2012,Rigidity and non-rigidity of commutative algebraic actions,145071,Standard Grant,07/01/2012,MPS,Direct For Mathematical & Physical Scien,DMS,Division Of Mathematical Sciences,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1201456,2012,Fourier analysis and applications to completely integrable systems,133801,Standard Grant,07/01/2012,MPS,Direct For Mathematical & Physical Scien,DMS,Division Of Mathematical Sciences,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1203163,2012,Collaborative Research:  P2C2--The Oligocene-Miocene Boundary: Carbon-Dioxide (CO2) Sensitivity and Ice Sheet Hysteresis,267593,Standard Grant,06/01/2012,GEO,Directorate For Geosciences,AGS,Div Atmospheric & Geospace Sciences,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1203311,2012,"Doctoral Dissertation Research: Youth, Poverty and Educational Success",5900,Standard Grant,04/01/2012,SBE,"Direct For Social, Behav & Economic Scie",SES,Divn Of Social and Economic Sciences,University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
1203343,2012,"RAPID: Social Networks, Clientelism and Elections in Contexts of Change: Egyptian, Tunisian and Moroccan Elections of 2011",149713,Standard Grant,12/01/2011,SBE,"Direct For Social, Behav & Economic Scie",SES,Divn Of Social and Economic Sciences,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1203483,2012,CSBR: Natural History Collections: Curatorial upgrade and database development of the former George Gray Museum,137136,Standard Grant,07/01/2012,BIO,Direct For Biological Sciences,DBI,Div Of Biological Infrastructure,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1205036,2012,Automorphic Forms: L-Functions and Related Geometry,49560,Standard Grant,02/01/2012,MPS,Direct For Mathematical & Physical Scien,DMS,Division Of Mathematical Sciences,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1205104,2012,Regional Center for Next Generation Manufacturing,2949944,Continuing Grant,10/01/2012,EHR,Direct For Education and Human Resources,DUE,Division Of Undergraduate Education,Connecticut's Community-Tech Colleges' College of Technology,Connecticut's Community-Tech Colleges' College of Technology,61 Woodland Street,Hartford,061050448,Connecticut,,1,0,Higher Education
1205125,2012,Perspectives in Representation Theory,49900,Standard Grant,02/01/2012,MPS,Direct For Mathematical & Physical Scien,DMS,Division Of Mathematical Sciences,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1205307,2012,Collaborative Research: Anomalous Transport and Wavefront Shaping in Complex Photonic Media,360000,Continuing Grant,06/15/2012,MPS,Direct For Mathematical & Physical Scien,DMR,Division Of Materials Research,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1205665,2012,Collaborative Research:CI-ADDO-NEW: Ocean-TUNE: A Community Ocean Testbed for Underwater Wireless Networks,1110000,Standard Grant,06/01/2012,CSE,Direct For Computer & Info Scie & Enginr,CNS,Division Of Computer and Network Systems,University of Connecticut,University of Connecticut,438 WHITNEY RD EXTENSION UNIT 11,STORRS,062691133,Connecticut,02,1,0,Higher Education
1205861,2012,Superfluid Optomechanics,470000,Continuing Grant,08/01/2012,MPS,Direct For Mathematical & Physical Scien,PHY,Division Of Physics,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1205910,2012,Micromechanics of Red Blood Cells in Sickle Cell Disease,420497,Continuing Grant,09/01/2012,MPS,Direct For Mathematical & Physical Scien,PHY,Division Of Physics,University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
1206399,2012,Linking Spatial and Spectral Transport in Two-Dimensional Fluid Flow,330000,Standard Grant,08/01/2012,MPS,Direct For Mathematical & Physical Scien,DMR,Division Of Materials Research,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1206612,2012,Correlated Electron Transport in Mesoscopic Structures,540000,Continuing Grant,09/01/2012,MPS,Direct For Mathematical & Physical Scien,DMR,Division Of Materials Research,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1207748,2012,Optimal Coupling of Light to Spectrographs for Precision Radial Velocities,361000,Standard Grant,08/01/2012,MPS,Direct For Mathematical & Physical Scien,AST,Division Of Astronomical Sciences,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1207828,2012,Asymptotic methods in groups and locally symmetric spaces,158544,Standard Grant,09/01/2012,MPS,Direct For Mathematical & Physical Scien,DMS,Division Of Mathematical Sciences,Yale University,Yale University,105 WALL ST,New Haven,065208327,Connecticut,03,1,0,Higher Education
1207829,2012,"Challenges in Geometry, Analysis and Computation: High Dimensional Synthesis",50000,Standard Grant,02/15/2012,MPS,Direct For Mathematical & Physical Scien,DMS,Division Of Mathematical Sciences,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1207857,2012,Research and Education with GlueX,375000,Continuing Grant,08/01/2012,MPS,Direct For Mathematical & Physical Scien,PHY,Division Of Physics,University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
1208317,2012,"Formation, Dynamics, and Applications of Ultracold Molecules",460000,Continuing Grant,09/01/2012,MPS,Direct For Mathematical & Physical Scien,PHY,Division Of Physics,University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
1208499,2012,NRI-Small: Cooperative Underwater Robotic Networks for Discovery & Rescue,1200000,Standard Grant,09/01/2012,ENG,Directorate For Engineering,CMMI,"Div Of Civil, Mechanical, & Manufact Inn",University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
1208990,2012,Rod Dynamics in Turbulence:  Simultaneous 3D measurements of Anisotropic Particles and Velocity Fields,330000,Continuing Grant,06/01/2012,MPS,Direct For Mathematical & Physical Scien,DMR,Division Of Materials Research,Wesleyan University,Wesleyan University,237 HIGH ST,Middletown,064593208,Connecticut,03,1,0,Higher Education
1209022,2012,"Statistical Inferences, Computing, and Applications of Semiparametric Accelerated Failure Time Models",129999,Standard Grant,08/15/2012,MPS,Direct For Mathematical & Physical Scien,DMS,Division Of Mathematical Sciences,University of Connecticut,University of Connecticut,438 WHITNEY RD EXTENSION UNIT 11,Storrs,062691133,Connecticut,02,1,0,Higher Education
1209149,2012,Collaborative Research: Digitization TCN: Mobilizing New England Vascular Plant Specimen Data to Track Environmental Changes,675026,Standard Grant,07/01/2012,BIO,Direct For Biological Sciences,DBI,Div Of Biological Infrastructure,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1209191,2012,Estimation of Functionals of High Dimensional Covariance Matrices,299999,Continuing Grant,09/01/2012,MPS,Direct For Mathematical & Physical Scien,DMS,Division Of Mathematical Sciences,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1209373,2012,"Collaborative Research:  Automorphic Forms, Representations and L-functions",114193,Standard Grant,07/01/2011,MPS,Direct For Mathematical & Physical Scien,DMS,Division Of Mathematical Sciences,Yale University,Yale University,105 WALL ST,New Haven,065208327,Connecticut,03,1,0,Higher Education
1210531,2012,DISSERTATION RESEARCH: Climate change and regime shifts,14994,Standard Grant,05/15/2012,BIO,Direct For Biological Sciences,DEB,Division Of Environmental Biology,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1211952,2012,Collaborative Research: Theories and Experiments on Scalar Mixing in Chaotic Flows,93056,Standard Grant,09/01/2012,MPS,Direct For Mathematical & Physical Scien,DMS,Division Of Mathematical Sciences,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1212392,2012,EAGER: Investigate a novel way of light harvesting by marine phytoplankton: proton-pump rhodopsin in dinoflagellates,209720,Standard Grant,02/01/2012,GEO,Directorate For Geosciences,OCE,Division Of Ocean Sciences,University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
1212424,2012,"Random Graphs, Random Matrices and Subset sums",325629,Continuing Grant,09/01/2011,MPS,Direct For Mathematical & Physical Scien,DMS,Division Of Mathematical Sciences,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1212505,2012,"Joint bryophyte genomics and phylogenetics conference: Moss2012 and 3rd International Conference on Molecular Systematics of Bryophytes-New York Botanical Gardens, June 14-23,2012",0,Standard Grant,06/01/2012,BIO,Direct For Biological Sciences,DEB,Division Of Environmental Biology,University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
1213362,2012,Characterization of Biomolecular Interactions at Interfaces Using Sum Frequency Generation Spectroscopy,271145,Continuing Grant,09/15/2012,MPS,Direct For Mathematical & Physical Scien,CHE,Division Of Chemistry,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1213634,2012,Development of cryogenic ion spectroscopy as a structural tool for complex ions extracted from solution and spectroscopic characterization of non-covalent interactions,520000,Continuing Grant,09/01/2012,MPS,Direct For Mathematical & Physical Scien,CHE,Division Of Chemistry,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1213742,2012,Studies of Ultrafast Phototransduction Reactions,414000,Standard Grant,07/15/2012,MPS,Direct For Mathematical & Physical Scien,CHE,Division Of Chemistry,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1213751,2012,Tuning Surface Chemistry through Polarization,390000,Standard Grant,08/15/2012,MPS,Direct For Mathematical & Physical Scien,CHE,Division Of Chemistry,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1214861,2012,An Experimental Study on the Strength of the Lithosphere: Large-strain shear deformation experiments of olivine + orthopyroxene aggregates,320000,Standard Grant,07/15/2012,GEO,Directorate For Geosciences,EAR,Division Of Earth Sciences,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1215762,2012,"SEES Fellows: Re-localization and Sustainability - Linking industrial and political ecology on Molokai and the Big Island, Hawaii",382944,Standard Grant,09/15/2012,SBE,"Direct For Social, Behav & Economic Scie",BCS,Division Of Behavioral and Cognitive Sci,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1215808,2012,"ICES: Small: Collaborative Research: Interaction, Information and Identification",199941,Standard Grant,09/01/2012,CSE,Direct For Computer & Info Scie & Enginr,CCF,Division of Computing and Communication Foundations,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1217023,2012,CIF: Small: Fast Rate-Efficient Codes for Data Compression and Transmission via Sparse Regression,499498,Standard Grant,09/01/2012,CSE,Direct For Computer & Info Scie & Enginr,CCF,Division of Computing and Communication Foundations,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1218457,2012,NeTS: Small: Collaborative Research: LAWN: Scaling Up Cellular Data Networks using a Large Number of Antennas,140000,Standard Grant,08/01/2012,CSE,Direct For Computer & Info Scie & Enginr,CNS,Division Of Computer and Network Systems,Yale University,Yale University,105 WALL ST,NEW HAVEN,065118917,Connecticut,03,1,0,Higher Education
1218515,2012,CGV: Small: High-Fidelity Representation of Architectural Material Appearance,500000,Continuing Grant,09/01/2012,CSE,Direct For Computer & Info Scie & Enginr,IIS,Div Of Information & Intelligent Systems,Yale University,Yale University,105 WALL ST,New Haven,065208327,Connecticut,03,1,0,Higher Education
1219390,2012,The Vulnerable North? Risk and Resilience in Alaskan Coastal Communities,242429,Continuing Grant,01/15/2013,GEO,Directorate For Geosciences,OPP,Office of Polar Programs (OPP),Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1219598,2012,Second International IEEE Conference on  Computational Advances in Bio and medical Sciences (ICCABS) - Travel Awards,20000,Standard Grant,04/01/2012,CSE,Direct For Computer & Info Scie & Enginr,IIS,Div Of Information & Intelligent Systems,University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
1220116,2012,Doctoral Dissertation Research in Economics: Industrialization and Commercial Law in Late Imperial Russia,14948,Standard Grant,09/01/2012,SBE,"Direct For Social, Behav & Economic Scie",SES,Divn Of Social and Economic Sciences,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1220453,2012,"Collaborative Research: Non-equilibrium Topography and Crustal-scale Imbrication in an Arc-continent Collision, Taiwan",381675,Continuing Grant,09/01/2012,GEO,Directorate For Geosciences,EAR,Division Of Earth Sciences,University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
1223615,2012,Doctoral Dissertation Research in Political Science: Citizen Reactions to Political Disagreement,23233,Standard Grant,09/01/2012,SBE,"Direct For Social, Behav & Economic Scie",SES,Divn Of Social and Economic Sciences,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1225886,2012,Doctoral Dissertation Research: Recycling and waste management in Chinese cities,2419,Standard Grant,08/15/2012,SBE,"Direct For Social, Behav & Economic Scie",BCS,Division Of Behavioral and Cognitive Sci,Yale University,Yale University,105 WALL ST,New Haven,065208327,Connecticut,03,1,0,Higher Education
1225920,2012,Doctoral Dissertation Research: Institutionalized Eldercare in Contemporary China,11088,Standard Grant,08/15/2012,SBE,"Direct For Social, Behav & Economic Scie",BCS,Division Of Behavioral and Cognitive Sci,Yale University,Yale University,105 WALL ST,New Haven,065208327,Connecticut,03,1,0,Higher Education
1225976,2012,Collaborative Research: Computational Thinking Through Mobile Computing,95642,Standard Grant,09/01/2012,EHR,Direct For Education and Human Resources,DUE,Division Of Undergraduate Education,Trinity College,Trinity College,300 Summit Street,Hartford,061063100,Connecticut,01,1,0,Higher Education
1226266,2012,"Doctoral Dissertation Research: Postsocialist Movement: Performance, Political Economy, and Transmigration Between Guinea and the United States",15890,Standard Grant,09/01/2012,SBE,"Direct For Social, Behav & Economic Scie",BCS,Division Of Behavioral and Cognitive Sci,Yale University,Yale University,105 WALL ST,New Haven,065208327,Connecticut,03,1,0,Higher Education
1226303,2012,"Doctoral Dissertation Research: Publishers, Translators, and the Circulation of Western Texts in Iran",17086,Standard Grant,02/01/2013,SBE,"Direct For Social, Behav & Economic Scie",BCS,Division Of Behavioral and Cognitive Sci,Yale University,Yale University,105 WALL ST,New Haven,065208327,Connecticut,03,1,0,Higher Education
1227390,2012,COLLABORATIVE RESEARCH: Cross-national differences in vaccination as unselfish behavior,371231,Standard Grant,09/01/2012,SBE,"Direct For Social, Behav & Economic Scie",SES,Divn Of Social and Economic Sciences,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1227548,2012,Doctoral Dissertation Research in Economics: Improving Drinking Water Quality amongst Poor Households,30904,Standard Grant,08/15/2012,SBE,"Direct For Social, Behav & Economic Scie",SES,Divn Of Social and Economic Sciences,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1227593,2012,Collaborative Research: Robustness of Strategic Behavior to Misspecification of Agents' Beliefs,169310,Standard Grant,09/01/2012,SBE,"Direct For Social, Behav & Economic Scie",SES,Divn Of Social and Economic Sciences,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1228817,2012,MRI: Acquisition of a State-of-the-Art Small Angle X-Ray Scattering (SAXS) Instrument for Research and Education,568398,Standard Grant,09/15/2012,MPS,Direct For Mathematical & Physical Scien,DMR,Division Of Materials Research,University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
1228888,2012,Scalable Manufacturing of Novel Hydrogen Storage Materials with Control at Nanometer Length Scales,319278,Standard Grant,09/01/2012,ENG,Directorate For Engineering,CMMI,"Div Of Civil, Mechanical, & Manufact Inn",University of Connecticut,University of Connecticut,438 WHITNEY RD EXTENSION UNIT 11,Storrs,062691133,Connecticut,02,1,0,Higher Education
1228936,2012,TWC: Medium: DoS Attacks and Countermeasures in Underwater Wireless Networks,1199999,Standard Grant,09/01/2012,CSE,Direct For Computer & Info Scie & Enginr,CNS,Division Of Computer and Network Systems,University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
1230365,2012,The International Criminal Court and the Pursuit of Justice,260001,Standard Grant,08/15/2012,SBE,"Direct For Social, Behav & Economic Scie",BCS,Division Of Behavioral and Cognitive Sci,Yale University,Yale University,105 WALL ST,New Haven,065208327,Connecticut,03,1,0,Higher Education
1231248,2012,"Collaborative Research: Electro-optical Studies of Nanoscale, Geometrically-Asymmetric Tunnel Junctions for Collection and Rectification of Light from Infrared through Visible",300000,Standard Grant,11/01/2012,ENG,Directorate For Engineering,ECCS,"Div Of Electrical, Commun & Cyber Sys",University of Connecticut,University of Connecticut,438 Whitney Road Ext.,Storrs,062691133,Connecticut,02,1,0,Higher Education
1232413,2012,Collaborative Research: Iodine in Foraminifera as a proxy for ocean deoxygenation during the Paleocene-Eocene Thermal Maximum,150929,Standard Grant,09/01/2012,GEO,Directorate For Geosciences,OCE,Division Of Ocean Sciences,Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1232619,2012,Engineered Osmosis for Sustainable Production of Water and Energy: Development of High Performance Micromolded Membranes,369909,Continuing Grant,09/01/2012,ENG,Directorate For Engineering,CBET,"Div Of Chem, Bioeng, Env, & Transp Sys",Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
1233318,2012,Structure of Incipiently Sooting Counterflow Diffusion Flames at High Pressure,352000,Continuing Grant,09/01/2012,ENG,Directorate For Engineering,CBET,"Div Of Chem, Bioeng, Env, & Transp Sys",Yale University,Yale University,Office of Sponsored Projects,New Haven,065208327,Connecticut,03,1,0,Higher Education
